ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΞΑΦΟΣ ΑΘΑΝΑΣΙΟΣ του Αγγελου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Αποστόλου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενέλαου,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΓΑΛΛΟΥ-ΔΑΛΚΑΦΟΥΚΗ ΧΡΥΣΑΝΘΗ του Αθανασίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέως,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΩΣΤΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΙΣΙΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΜΠΑΜΠΟΥΡΔΑ ΠΑΝΑΓΙΩΤΑ του Αγγελή,ΠΑΡΔΑΛΗΣ ΓΕΩΡΓΙΟΣ του Στεργίου,ΤΣΕΚΟΥΡΑ ΑΓΓΕΛΙΚΗ του Νικολάου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΦΩΤΕΙΝΗ του Θεόφιλου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΝΤΙΝΤΗ ΧΡΙΣΤΟΥΛΑ (ΧΡΥΣΑ) του Κωνσταντίνου,ΠΑΠΑΕΥΘΥΜΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΦΑΜΙΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σωτηρίου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΠΕΤΡΑΚΗ ΕΙΡΗΝΗ του Αντωνίου,Ένωση Κεντρώων,ΑΚΡΙΒΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΕΚΟΥΤΣΙΔΗ ΜΑΡΙΑ του Σαββελίου,ΜΑΝΤΖΑΝΑ ΒΑΣΙΛΙΚΗ του Αχιλλέα,ΜΗΤΣΙΟΣ ΜΑΡΙΟΣ του Ναπολέοντος,ΣΑΡΤΑΜΠΑΚΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΔΡΑΓΟΥΤΑ ΜΑΡΙΑ του Παύλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΣΑΒΒΟΥΛΙΔΗ ΣΟΥΛΤΑΝΑ του Ευαγγέλου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,ΤΣΟΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΜΑΓΚΟΥΤΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΑΝΑΓΟΥ ΚΩΝΣΤΑΝΤΙΑ του Στυλιανού,ΠΙΝΙΑΡΑ ΑΓΓΕΛΙΚΗ του Αθανασίου,ΣΒΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΑΣΟΣ ΑΧΙΛΛΕΥΣ του Κωνσταντίνου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΖΑΝΑΚΗΣ ΦΙΛΙΠΠΟΣ του Ιωάννη,ΚΑΝΤΑΚΟΥ ΑΝΔΡΟΜΑΧΗ του Φωτίου,Λαϊκή Ενότητα,ΧΟΝΔΡΟΥΛΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜέΡΑ25,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΠΑΝΤΑΖΩΝΗ ΦΩΤΕΙΝΗ (ΦΕΝΙΑ) του Φωκίωνος,ΤΡΙΑΝΤΑΦΥΛΛΟΣ ΝΙΚΟΛΑΟΣ του Θαλή,ΧΟΥΤΟΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΜΠΑΡΤΖΙΩΚΑΣ ΑΘΑΝΑΣΙΟΣ του Γρηγορίου,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,1 E.T. Δήμου Μετεώρων,214,121,0,1,1,120,36,17,8,13,10,0,4,56,15,4,37,10,21,1,0,0,0,0,0,0,11,0,3,0,0,7,3,6,2,4,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
24 - Τρικάλων,2 E.T. Δήμου Μετεώρων,295,158,0,3,3,155,39,14,1,17,19,2,4,101,33,4,32,10,62,26,1,1,0,0,0,0,3,0,0,0,0,1,0,4,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
24 - Τρικάλων,3 E.T. Δήμου Μετεώρων,317,187,2,1,3,184,40,12,1,16,16,3,2,102,26,6,15,26,61,20,2,0,0,0,0,0,20,16,3,0,4,4,0,7,5,4,1,0,1,0,2,1,0,2,1,0,0,0,1,0,0,0,0,1,0,0,6,0,1,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
24 - Τρικάλων,4 E.T. Δήμου Μετεώρων,470,270,0,1,1,269,65,17,5,31,21,2,9,154,36,5,63,45,72,32,1,1,1,0,0,0,16,6,6,1,2,4,3,10,2,5,0,1,3,0,6,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,5,2,2,1,1,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,2,0,2,0,0,2,0,5,3
24 - Τρικάλων,5 E.T. Δήμου Μετεώρων,462,224,3,1,4,220,68,17,4,29,27,3,11,105,15,2,25,43,63,21,6,3,3,0,0,0,16,6,2,4,1,6,3,9,1,3,2,0,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,1,2,0,0,0,0,0,2,1
24 - Τρικάλων,6 E.T. Δήμου Μετεώρων,466,198,1,0,1,197,50,13,6,20,11,1,8,114,22,2,29,22,73,28,2,0,1,0,0,1,18,5,10,0,1,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,5,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,1,0,0,0,1,0,0
24 - Τρικάλων,7 E.T. Δήμου Μετεώρων,518,265,3,4,7,258,77,21,2,30,29,7,20,77,24,6,19,28,29,15,4,0,2,0,0,1,27,4,3,3,6,11,9,8,2,4,1,0,1,1,4,0,1,2,0,0,0,0,2,1,0,0,2,0,0,0,47,2,3,3,5,43,0,2,0,0,0,1,0,0,0,0,0,0,0,0,6,2,3,1,1,2,0,1,1,0,2,1
24 - Τρικάλων,8 E.T. Δήμου Μετεώρων,538,267,5,4,9,258,86,22,5,36,27,6,25,66,15,5,13,20,32,8,2,0,1,0,0,1,36,4,5,1,5,12,14,11,4,6,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,39,2,0,2,2,35,0,2,0,0,0,0,0,0,0,1,1,1,0,0,9,3,0,2,3,1,0,0,0,0,2,0
24 - Τρικάλων,9 E.T. Δήμου Μετεώρων,512,235,3,0,3,232,81,19,2,26,10,4,12,71,15,3,21,21,34,11,2,0,0,0,0,0,21,2,1,1,4,12,7,11,5,5,2,0,5,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,1,2,2,34,1,1,0,0,0,0,0,0,0,1,0,1,0,0,5,1,1,0,2,1,0,0,0,0,0,0
24 - Τρικάλων,10 E.T. Δήμου Μετεώρων,512,261,5,1,6,255,86,26,9,33,33,7,19,77,23,4,13,18,46,16,4,1,2,0,1,2,27,6,4,0,8,10,11,8,5,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,43,2,7,4,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,5,2,2,0,1,0,0,0
24 - Τρικάλων,11 E.T. Δήμου Μετεώρων,331,186,0,1,1,185,60,20,3,15,16,3,13,60,14,3,11,13,27,10,11,2,4,0,1,0,17,2,4,0,3,10,11,9,7,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,18,3,0,1,12,14,1,0,0,0,0,0,0,0,0,3,0,2,1,1,1,0,0,0,1,1,1,1,0,0,2,1
24 - Τρικάλων,12 E.T. Δήμου Μετεώρων,392,234,1,1,2,232,74,25,4,23,19,2,23,84,12,6,28,19,41,27,4,1,1,1,0,1,30,2,8,1,9,14,18,17,14,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,2,0,0,0,0,0,0,0,0,0,7,4,4,0,0,4,1,2,1,3,2,2,1,1,0,3,0
24 - Τρικάλων,13 E.T. Δήμου Μετεώρων,230,153,0,3,3,150,41,23,1,8,6,1,8,78,22,0,15,37,45,17,2,0,1,0,1,1,18,1,0,2,2,2,15,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0
24 - Τρικάλων,14 E.T. Δήμου Μετεώρων,555,352,1,1,2,350,88,39,1,17,19,2,44,167,34,9,35,51,100,37,3,1,1,0,0,0,30,2,9,0,7,2,19,28,25,23,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,3,2,1,1,1,0,0,1,1,0,0,0,2,2,1,0,0,12,4,3,3,5,2,0,0,0,0,3,2
24 - Τρικάλων,15 E.T. Δήμου Μετεώρων,548,356,2,6,8,348,106,17,8,13,10,0,4,167,15,4,37,10,21,1,7,0,0,0,0,0,30,0,3,0,0,7,3,5,2,4,0,0,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,1,3,0,0,2,0,0,0,0,0,1,0,2,1,0,0,0,9,0,0,0,0,2,0,0,1,0,5,0
24 - Τρικάλων,16 E.T. Δήμου Μετεώρων,549,335,5,3,8,327,109,52,7,20,22,4,50,131,26,5,27,54,78,29,7,3,4,2,1,1,29,4,7,0,4,10,19,15,8,7,0,1,1,1,5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9,4,1,4,1,2,0,2,0,1,0,1,2,0,0,0,0,0,2,1,10,2,3,0,1,3,0,1,2,0,4,3
24 - Τρικάλων,17 E.T. Δήμου Μετεώρων,530,302,0,3,3,299,111,44,6,28,17,4,38,111,17,11,15,47,66,20,8,3,4,0,0,4,27,3,9,1,6,1,21,15,6,7,1,0,1,1,3,2,0,1,1,0,0,0,2,1,0,0,1,0,0,0,12,1,2,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,2,2,1,0,0,0,4,1
24 - Τρικάλων,18 E.T. Δήμου Μετεώρων,544,356,5,3,8,348,107,49,6,23,19,2,52,157,28,9,31,58,90,34,9,3,2,0,0,0,37,3,5,0,2,9,26,9,4,4,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,1,1,1,2,3,0,0,0,0,0,0,0,0,4,1,0,0,0,5,1,1,0,0,3,0,0,2,0,3,1
24 - Τρικάλων,19 E.T. Δήμου Μετεώρων,543,332,18,4,22,310,95,50,0,10,12,3,55,139,24,6,31,59,88,32,12,3,7,3,2,2,28,1,7,1,4,7,21,8,3,3,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,5,0,0,1,1,1,2,0,0,0,0,0,0,0,0,5,1,0,2,0,8,2,1,1,2,1,0,0,1,1,5,5
24 - Τρικάλων,20 E.T. Δήμου Μετεώρων,532,328,9,2,11,317,97,14,1,17,19,2,4,133,33,4,32,1,62,26,5,1,1,0,0,0,39,3,0,0,0,1,0,11,1,3,0,0,0,1,5,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,10,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,1
24 - Τρικάλων,21 E.T. Δήμου Μετεώρων,531,344,3,5,8,336,94,40,3,31,14,3,52,174,27,2,45,53,104,36,5,2,4,0,0,1,28,2,8,0,4,7,20,10,5,6,3,0,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,1,0,0,0,0,0,4,2
24 - Τρικάλων,22 E.T. Δήμου Μετεώρων,531,341,0,1,1,340,106,52,4,25,20,8,49,142,20,4,36,53,74,32,5,3,3,0,2,1,41,8,9,0,4,13,25,11,7,4,0,0,1,5,5,3,0,3,0,0,0,0,1,0,0,1,1,0,0,0,14,2,1,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,1,1,2,0,0,1,0,4,4
24 - Τρικάλων,23 E.T. Δήμου Μετεώρων,530,333,5,5,10,323,105,37,4,22,16,2,54,126,16,3,38,50,70,36,11,4,3,1,0,2,51,7,10,2,11,10,36,6,1,4,0,1,0,1,4,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,10,2,1,0,5,2,1,0,1,0,3,0
24 - Τρικάλων,24 E.T. Δήμου Μετεώρων,536,334,3,3,6,328,107,53,5,24,16,6,57,136,21,5,21,63,74,41,10,4,4,1,0,5,25,2,6,2,3,8,19,14,8,8,0,0,0,2,2,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,6,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,14,5,1,2,2,2,1,0,1,0,6,1
24 - Τρικάλων,25 E.T. Δήμου Μετεώρων,185,99,2,0,2,97,15,7,1,9,2,0,1,56,14,2,15,13,29,24,1,0,0,0,0,0,6,1,2,0,0,1,3,12,9,10,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0
24 - Τρικάλων,26 E.T. Δήμου Μετεώρων,176,128,0,1,1,127,39,7,0,4,5,1,21,59,13,13,20,12,34,3,6,1,0,0,0,2,15,5,4,0,2,2,10,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0
24 - Τρικάλων,27 E.T. Δήμου Μετεώρων,369,202,2,0,2,200,63,31,2,25,10,1,11,53,12,3,9,19,30,19,4,1,1,0,0,1,55,7,8,1,14,29,31,8,1,2,0,1,2,1,3,1,1,1,0,1,0,0,2,0,0,1,2,1,0,0,6,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0
24 - Τρικάλων,28 E.T. Δήμου Μετεώρων,272,155,9,0,9,146,43,16,0,14,8,3,18,59,18,0,22,10,35,14,2,1,0,1,0,1,26,4,1,1,7,1,16,9,1,6,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1
24 - Τρικάλων,29 E.T. Δήμου Μετεώρων,245,121,1,1,2,119,28,2,1,9,13,3,1,57,8,4,18,12,26,18,1,0,1,1,0,0,21,2,6,0,8,7,12,7,7,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,30 E.T. Δήμου Μετεώρων,257,108,1,1,2,106,48,1,2,19,22,2,12,42,9,0,17,14,25,12,0,0,0,0,0,0,6,3,2,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,4,1,1,1,1,0,0,0,0,0,1,1
24 - Τρικάλων,31 E.T. Δήμου Μετεώρων,332,162,1,0,1,161,59,20,3,22,18,0,28,85,21,4,33,26,54,15,3,1,2,1,0,1,5,0,1,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
24 - Τρικάλων,32 E.T. Δήμου Μετεώρων,428,276,3,1,4,272,64,28,2,17,28,0,31,171,29,8,30,47,102,58,4,3,2,1,1,0,18,1,5,0,3,4,14,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1
24 - Τρικάλων,33 E.T. Δήμου Μετεώρων,522,347,4,1,5,342,114,47,4,30,35,2,64,156,28,3,30,55,80,59,7,3,0,0,0,1,23,1,3,0,3,6,19,18,6,9,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,9,2,1,3,0,2,2,2,0,0,0,2,2,0,0,0,0,0,1,1,5,2,1,0,1,1,0,1,0,0,3,2
24 - Τρικάλων,34 E.T. Δήμου Μετεώρων,523,274,0,0,0,274,92,46,4,26,20,2,39,107,14,10,22,42,72,18,7,4,2,3,0,3,27,8,11,1,3,4,8,22,6,12,2,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,2,2,2,0,0,0,0,0,0,0
24 - Τρικάλων,35 E.T. Δήμου Μετεώρων,527,259,5,0,5,254,79,23,5,16,10,2,36,106,27,6,28,13,44,25,6,6,0,0,1,1,16,0,7,0,0,1,6,23,8,12,2,0,0,3,5,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,2,1,1,0,0,8,2,2,2,1,2,0,0,1,1,3,3
24 - Τρικάλων,36 E.T. Δήμου Μετεώρων,526,273,5,1,6,267,86,30,1,20,13,2,41,111,29,10,22,40,58,24,11,9,1,2,0,2,23,0,5,0,6,4,12,15,8,8,1,0,2,3,1,0,1,1,0,0,0,0,2,1,2,0,1,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,3,0,0,0,0,5,3
24 - Τρικάλων,37 E.T. Δήμου Μετεώρων,538,239,5,1,6,233,68,29,3,26,23,6,24,96,14,19,28,39,50,17,7,4,2,0,3,0,20,2,4,0,2,10,11,16,11,9,3,0,0,1,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,10,2,2,4,0,0,3,0,0,0,0,0,0,0,0,2,1,2,0,0,5,2,0,0,2,2,0,0,1,0,4,3
24 - Τρικάλων,38 E.T. Δήμου Μετεώρων,470,236,2,1,3,233,76,36,4,8,22,4,25,104,29,10,30,42,57,12,2,1,1,0,0,0,20,0,8,0,4,10,10,19,9,10,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,0,1,1,0,0,0,0,3,1
24 - Τρικάλων,39 E.T. Δήμου Μετεώρων,344,138,0,0,0,138,38,27,4,14,1,3,8,65,24,0,12,21,31,23,4,2,3,0,1,0,21,1,5,1,4,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,1,1,0,2,1
24 - Τρικάλων,40 E.T. Δήμου Μετεώρων,445,174,11,0,11,163,35,18,2,6,14,1,0,89,22,2,13,29,48,33,3,0,3,1,0,1,23,1,8,0,3,9,14,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1
24 - Τρικάλων,41 E.T. Δήμου Μετεώρων,350,128,2,2,4,124,65,42,3,27,15,1,13,27,12,2,4,5,19,7,4,3,3,0,0,0,20,4,4,5,4,7,9,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
24 - Τρικάλων,42 E.T. Δήμου Μετεώρων,555,334,7,2,9,325,118,73,2,27,22,3,41,97,37,2,27,24,41,16,4,1,0,0,0,0,48,0,7,0,6,21,30,35,23,27,3,0,3,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,12,1,4,0,1,3,0,0,0,0,0,0,0,0,0,2,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,43 E.T. Δήμου Μετεώρων,393,235,1,1,2,233,65,29,4,21,24,0,10,100,32,4,25,26,46,21,4,0,2,0,0,1,44,3,32,0,0,3,15,8,1,3,0,0,0,1,2,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0
24 - Τρικάλων,44 E.T. Δήμου Μετεώρων,346,204,4,0,4,200,78,26,5,25,16,3,16,77,16,6,19,25,42,14,2,0,0,0,0,0,23,0,10,3,9,4,8,2,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,1,0,0,0,0,0,1,0
24 - Τρικάλων,45 E.T. Δήμου Μετεώρων,348,205,2,0,2,203,41,10,3,3,18,8,12,72,22,5,11,25,45,9,3,0,1,1,1,0,48,9,11,1,13,23,20,27,15,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,0
24 - Τρικάλων,46 E.T. Δήμου Μετεώρων,178,94,2,0,2,92,6,2,0,4,1,0,2,62,9,0,8,34,44,18,0,0,0,0,0,0,15,3,9,0,1,10,2,5,1,4,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,47 E.T. Δήμου Μετεώρων,413,236,0,1,1,235,51,25,5,16,13,2,6,105,8,3,35,22,62,48,4,1,2,0,0,1,35,5,12,2,6,6,20,9,3,5,1,1,1,1,2,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,14,8,4,0,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,2,1,4,2,0,1,1,0,3,1
24 - Τρικάλων,48 E.T. Δήμου Μετεώρων,319,174,1,1,2,172,60,17,2,18,20,3,8,49,6,1,1,10,34,15,4,1,1,1,0,1,30,1,15,5,4,4,13,4,0,2,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,5,2,0,4,5,2,1,2,2,2,0
24 - Τρικάλων,49 E.T. Δήμου Μετεώρων,172,87,0,0,0,87,23,7,2,9,1,1,5,42,12,1,8,13,30,14,0,0,0,0,0,0,10,2,5,0,1,3,7,5,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0
24 - Τρικάλων,50 E.T. Δήμου Μετεώρων,558,286,2,4,6,280,82,32,1,30,17,1,17,129,48,1,10,43,62,33,1,0,0,0,1,1,38,3,15,4,13,18,7,14,11,4,2,0,0,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,5,2,0,2,1,0,0,0,0,0,3,2
