ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Θωμά,ΒΑΓΕΝΑ ΚΗΛΑΗΔΟΝΗ ΑΝΝΑ χήρα Λουκιανού,ΓΕΛΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΖΩΓΡΑΦΟΣ ΒΑΣΙΛΕΙΟΣ του Χρήστου,ΚΑΡΙΠΙΔΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΟΚΚΑΛΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΛΗΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΙΤΗ) του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αβραάμ,ΣΟΥΡΛΑΝΤΖΗ ΖΑΧΑΡΑΚΗ ΧΑΡΙΚΛΕΙΑ (ΡΟΥΛΑ) του Γεωργίου,ΧΡΗΣΤΟΥ ΧΡΥΣΟΥΛΑ του Χαράλαμπου,Νέα Δημοκρατία,ΑΔΑΜΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΑΞΙΟΓΛΟΥ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΑΛΛΑ ΘΕΟΔΩΡΑ του Μάρκου,ΚΑΡΑΒΑΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΑΡΑΧΑΛΙΟΣ ΘΕΟΦΙΛΟΣ του Σωτηρίου,ΚΑΤΣΙΑΝΤΩΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΕΛΛΑΣ ΧΡΗΣΤΟΣ του Αχιλλέα,ΜΠΙΖΙΟΥ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Νικολάου,ΣΙΑΦΑΡΙΚΑ ΑΘΗΝΑ του Παύλου,ΤΖΑΝΑΚΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΧΑΡΑΚΟΠΟΥΛΟΣ ΜΑΞΙΜΟΣ του Παντελή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΗΣΗ ΖΑΧΑΡΟΥΛΑ του Κωνσταντίνου,ΛΑΜΠΡΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΛΙΑΠΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΜΠΙΛΛΗ-ΤΣΙΤΣΕ ΜΑΡΙΑ συζ. Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ-ΔΟΥΚΑΣ ΝΙΚΟΛΑΟΣ-ΙΩΑΝΝΗΣ του Δημητρίου,ΤΖΟΥΤΣΑΣ ΠΕΤΡΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΓΟΡΙΤΣΑ ΦΑΝΗ του Θεόφιλου,ΓΑΛΛΙΟΥ ΜΑΡΙΑ του Ιωάννη,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Γρηγορίου,ΚΟΥΚΟΥΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΛΙΑΚΟΥΛΗ ΕΥΑΓΓΕΛΙΑ του Θεοφάνη,ΜΑΡΟΥ ΜΑΙΡΗ του Ιωάννη,ΜΠΑΡΓΙΩΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Δημητρίου (Τάκη),ΣΑΧΙΝΙΔΗΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΤΟΛΙΚΑΣ ΜΙΧΑΗΛ του Στεργίου,ΤΣΙΤΑ ΒΑΣΙΛΙΚΗ του Γεωργίου,Κ.Κ.Ε.,ΑΒΡΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΑΡΖΟΜΑΝΙΔΗΣ ΙΩΑΝΝΗΣ του Σταύρου,ΓΑΒΑΛΑ ΜΑΡΙΑ του Ρωσσέτου,ΔΑΣΚΑΛΑΚΗ ΑΓΓΕΛΑ του Μιχαήλ,ΚΑΡΥΩΤΗ ΚΥΡΙΑΚΗ του Αθανασίου,ΚΡΙΚΗΣ ΠΕΤΡΟΣ του Χρήστου,ΛΑΜΠΡΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Αριστείδη,ΜΑΡΟΥΔΑΣ ΡΙΖΟΣ του Κυριαζή,ΠΑΣΧΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΤΣΙΑΠΛΕΣ ΑΝΑΣΤΑΣΙΟΣ του Θωμά,ΤΣΙΚΡΙΤΣΗΣ ΑΣΤΕΡΙΟΣ του Αντωνίου,Ένωση Κεντρώων,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΚΑΦΕΝΟΥΔΗ ΙΩΑΝΝΑ του Ευαγγέλου,ΛΕΚΚΟΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΜΑΝΤΕΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΑΣΙΚΑ ΖΩΗ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΑΝΙΔΑ ΜΑΡΙΝΑ του Κωνσταντίνου,ΤΣΕΤΣΙΛΑΣ ΑΘΑΝΑΣΙΟΣ του Πέτρου,ΤΣΙΑΜΟΥΡΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΠΑΝΤΑΖΗΣ ΚΥΡΙΑΚΟΣ του Σάββα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΝΗΚΟΜΣΙΟΥ ΘΕΟΦΑΝΗΣ του Αποστόλου,ΚΑΡΑΝΑΣΤΑΣΗ ΑΙΚΑΤΕΡΙΝΗ του Χρήστου,ΣΙΟΥΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΤΣΑΜΟΥΡΗ ΦΩΤΕΙΝΗ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΚΟΥΖΙΩΚΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΚΑΡΑΒΕΝΤΖΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΚΑΡΑΓΚΟΥΝΗ ΑΝΘΗ του Ιωάννη,ΝΑΚΟΥ ΛΑΜΠΡΙΝΗ του Απόστολου,ΝΤΟΥΛΑΠΤΣΗΣ ΓΕΩΡΓΙΟΣ του Παρασκευά,ΠΕΡΙΣΤΕΡΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ναπολέοντος,ΡΑΜΙΩΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΣΒΑΡΝΑΣ ΓΡΗΓΟΡΙΟΣ του Ιωάννη,ΣΙΔΗΡΟΠΟΥΛΟΥ ΣΟΦΙΑ του Γεωργίου,ΤΣΙΟΥΤΡΑ ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΦΩΤΙΟΥ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΚΑΜΠΟΖΗΣ ΠΑΡΑΣΧΟΣ (ΠΑΡΗΣ) του Θεοδώρου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΖΩΚΑΣ ΔΑΜΙΑΝΟΣ του Γρηγορίου,ΚΕΣΙΔΟΥ ΓΕΩΡΓΙΑ του Λαζάρου,ΚΟΚΚΑΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΚΩΤΣΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αποστόλου,ΜΑΝΤΖΙΟΥ ΦΑΝΗ του Ιωάννη,ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΑΛΑΤΣΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΝΑΣΙΚΑΣ ΝΑΣΟΥΛΙΑΣ του Γρηγορίου,ΣΔΡΟΛΙΑΣ ΛΑΜΠΡΟΣ του Γεωργίου,ΦΟΥΝΤΑ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΖΥΓΟΓΙΩΡΓΟΣ ΝΙΚΟΛΑΟΣ του Αστερίου,ΚΑΝΑΚΗΣ ΜΙΧΑΗΛ του Πέτρου,ΚΟΚΚΙΝΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΜΑΝΤΑ ΣΤΥΛΙΑΝΗ του Χρήστου,ΧΑΤΖΗ ΑΓΓΕΛΙΚΗ του Ιωάννη,Μ-Λ Κ.Κ.Ε.,ΖΑΡΔΑΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΥΚΑΣ ΓΕΩΡΓΙΟΣ-ΑΝΤΩΝΙΟΣ του Δημητρίου,Λαϊκή Ενότητα,ΒΡΥΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΓΙΑΝΝΑΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΘΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΜΠΑΛΑΗΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΟΛΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΔΙΑΜΑΝΤΩ-ΑΝΑΣΤΑΣΙΑ του Ιωάννη,ΚΑΝΑΡΕΛΗ ΣΤΑΜΑΤΙΝΑ του Γεωργίου,ΛΟΚΑ ΠΟΛΥΞΕΝΗ (ΤΖΕΝΗ) του Βασιλείου,ΝΑΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΟΔΥΣΣΕΥΣ του Νικολάου,ΣΟΦΙΚΙΤΗΣ ΠΕΤΡΟΣ του Ανδρέα,ΦΟΙΝΙΚΙΑΔΗΣ ΜΙΧΑΗΛ του Αναστασίου,ΧΛΟΠΤΣΙΟΣ ΙΩΑΝΝΗΣ του Πασχάλη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΕΝΣ ΓΕΩΡΓΙΟΣ-ΡΕΝΕ του Ντέτλεφ,ΚΟΛΤΣΙΔΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΜΠΟΛΜΑΤΗ ΚΩΝΣΤΑΝΤΙΝΑ του Μιχαήλ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΔΑΡΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλεξάνδρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΑΓΕΩΡΓΟΣ ΛΑΜΠΡΟΣ του Ταξιάρχη,ΣΚΡΕΤΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,Ανεξάρτητοι Υποψήφιοι,ΝΤΡΙΓΚΟΓΙΑΣ ΧΡΗΣΤΟΣ του Βασιλείου
22 - Λάρισας,278 E.T. Δήμου Λαρισαίων,539,340,4,2,6,334,99,0,10,31,11,12,9,22,5,4,3,5,150,27,7,5,25,33,22,68,33,31,39,62,13,3,3,4,2,1,5,1,14,0,7,0,2,4,0,5,0,6,2,0,14,1,2,3,0,1,1,3,4,0,3,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,1,1,5,1,1,1,0,0,1,1,1,0,2,0,1,0,0,0,0,0,15,5,1,1,2,5,1,2,2,1,0,1,1,0,0,5,4,4,1,0
22 - Λάρισας,279 E.T. Δήμου Λαρισαίων,528,342,7,4,11,331,113,0,5,35,14,20,23,34,8,9,9,6,127,10,6,3,27,21,12,38,21,15,49,55,9,4,2,3,6,0,3,1,21,4,6,2,4,7,1,9,6,4,3,1,18,2,1,10,6,3,3,8,0,2,4,0,3,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,17,5,2,4,1,2,0,1,0,0,0,0,0,0,0,9,5,3,1,1
22 - Λάρισας,280 E.T. Δήμου Λαρισαίων,520,314,7,2,9,305,114,52,4,25,22,16,23,38,11,8,8,9,104,9,2,4,14,13,16,44,20,15,45,50,5,0,3,0,2,0,1,1,25,3,5,0,2,9,0,9,3,11,3,2,24,0,0,4,2,3,5,11,2,4,8,2,4,1,0,0,0,1,0,0,0,0,1,0,0,4,1,0,0,1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,6,5,0,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,2,3,2,0,0,0,1,1,0,1,0,0,0,8,3,6,1,1
22 - Λάρισας,281 E.T. Δήμου Λαρισαίων,520,333,8,5,13,320,100,0,5,30,18,9,14,32,3,7,2,7,131,9,11,8,14,30,21,49,21,18,50,60,5,1,2,2,1,1,2,1,27,2,8,1,4,11,1,14,0,10,4,2,22,0,0,5,2,0,3,13,2,0,7,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,15,3,1,0,3,6,3,0,0,3,1,2,1,0,0,2,1,1,0,0
22 - Λάρισας,282 E.T. Δήμου Λαρισαίων,520,344,1,1,2,342,90,41,6,30,18,9,12,21,7,4,2,8,149,16,6,8,28,28,14,42,30,25,51,66,7,2,4,1,3,0,1,2,31,0,10,1,5,13,2,15,1,14,4,0,25,1,1,6,2,2,5,12,1,5,5,1,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,1,2,3,5,1,2,0,1,0,0,0,11,5,5,0,0
22 - Λάρισας,283 E.T. Δήμου Λαρισαίων,570,374,6,0,6,368,94,0,6,29,21,7,17,26,9,14,2,3,189,24,9,4,36,36,20,85,38,31,41,72,7,3,1,1,0,1,1,0,28,0,6,2,1,13,2,9,3,12,4,4,23,0,2,9,2,3,4,11,1,2,5,2,4,2,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,2,1,2,7,1,1,1,2,1,1,1,0,0,1,0,0,0,0
22 - Λάρισας,284 E.T. Δήμου Λαρισαίων,530,376,4,1,5,371,99,45,2,34,15,10,21,24,9,8,5,6,170,19,7,6,26,40,24,53,56,22,36,67,6,1,0,1,1,0,0,1,23,0,5,4,2,4,2,7,1,6,1,1,19,2,2,8,2,0,3,4,1,1,4,1,6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,2,0,0,0,0,1,0,1,1,1,0,0,10,5,1,2,1,0,2,2,0,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,16,3,4,6,4,2,5,1,2,5,2,2,2,0,0,8,6,1,3,1
22 - Λάρισας,285 E.T. Δήμου Λαρισαίων,537,336,4,2,6,330,89,0,4,23,15,9,17,23,6,5,12,10,152,24,4,3,28,28,17,69,26,24,48,69,11,3,1,3,3,4,3,2,25,3,10,3,0,9,2,13,1,11,4,3,20,0,0,2,2,1,4,15,3,0,10,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,13,8,1,1,1,1,1,0,0,1,1,4,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,8,1,0,2,2,1,2,1,1,3,2,0,0,0,0,1,0,0,1,0
22 - Λάρισας,286 E.T. Δήμου Λαρισαίων,534,332,9,2,11,321,88,0,1,18,15,15,16,20,16,12,6,6,161,9,6,6,32,24,24,66,29,31,44,59,4,1,0,0,0,2,3,2,20,1,5,1,1,10,0,8,0,6,0,2,6,1,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,2,2,0,1,1,0,0,0,1,0,0,0,0,12,0,3,1,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,17,4,2,3,0,5,0,1,1,5,1,2,2,0,0,1,0,0,2,2
22 - Λάρισας,287 E.T. Δήμου Λαρισαίων,532,352,9,2,11,341,109,109,7,35,15,18,14,31,6,14,3,6,144,5,5,4,34,18,23,68,21,23,44,44,11,2,1,3,5,1,0,2,25,2,9,0,1,5,3,7,2,10,4,4,11,1,1,6,0,2,0,7,1,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,1,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,12,2,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,11,0,1,2,0,4,2,3,3,3,0,2,0,0,0,4,2,1,1,0
22 - Λάρισας,288 E.T. Δήμου Λαρισαίων,562,382,5,3,8,374,112,112,7,31,23,12,29,32,14,10,7,13,177,16,12,12,30,27,23,80,37,32,52,70,7,3,2,2,4,1,2,1,21,0,5,0,3,7,1,9,2,10,0,0,15,1,2,6,2,2,3,9,2,0,3,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,13,1,0,1,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,13,2,0,3,2,8,1,1,2,3,2,2,1,0,0,3,2,2,0,0
22 - Λάρισας,289 E.T. Δήμου Λαρισαίων,547,383,4,5,9,374,98,0,5,28,13,7,10,22,10,6,3,6,171,23,3,5,44,28,18,65,27,28,48,69,6,2,0,3,1,0,4,0,34,1,5,3,3,11,2,10,4,11,4,2,22,2,2,1,1,0,1,4,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,3,2,4,0,5,0,2,2,3,1,2,2,0,0,5,1,1,4,4
22 - Λάρισας,290 E.T. Δήμου Λαρισαίων,541,330,3,1,4,326,85,0,7,17,18,10,18,23,7,3,7,7,162,17,6,9,34,36,30,75,23,27,44,62,8,2,1,0,1,1,0,2,17,2,3,0,2,2,0,3,0,8,0,1,9,0,1,2,0,0,3,3,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,9,5,1,1,0,1,1,0,2,3,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,15,3,2,0,2,7,1,0,1,1,0,0,0,0,0,3,1,3,2,1
22 - Λάρισας,291 E.T. Δήμου Λαρισαίων,551,325,5,3,8,317,87,41,6,22,18,11,14,21,12,9,6,8,148,17,5,5,32,31,20,60,15,21,43,65,3,1,0,0,2,0,0,2,13,0,6,1,1,2,1,7,0,5,2,0,27,3,1,3,1,1,5,15,4,0,11,1,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,15,10,1,0,2,1,1,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,1,0,2,2,2,1,4,3,1,2,0,0,6,4,4,0,0
22 - Λάρισας,292 E.T. Δήμου Λαρισαίων,548,347,5,4,9,338,120,0,15,26,20,15,24,45,11,8,10,11,136,14,9,7,22,23,26,60,24,21,32,58,8,3,2,2,4,0,1,0,28,3,3,1,2,12,1,12,5,9,4,3,10,1,0,1,1,1,5,6,2,1,4,0,4,1,1,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,1,0,0,2,1,0,2,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,7,3,1,1,0,1,1,0,0,4,1,3,1,0,0,7,5,4,0,0
22 - Λάρισας,293 E.T. Δήμου Λαρισαίων,547,380,7,3,10,370,110,0,7,29,20,8,15,24,13,7,10,6,162,20,2,6,28,20,19,62,18,21,53,71,13,2,1,5,4,0,3,2,19,1,5,1,1,6,1,9,2,7,2,1,18,2,3,5,1,4,4,9,2,0,4,0,4,1,1,0,0,3,0,0,0,1,1,0,0,3,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,13,0,4,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,1,14,3,1,4,0,4,4,0,2,2,0,0,0,0,0,7,5,3,0,0
22 - Λάρισας,294 E.T. Δήμου Λαρισαίων,565,372,5,6,11,361,117,0,11,36,19,14,23,29,9,7,9,7,128,18,6,6,29,18,15,60,27,17,26,50,10,3,2,6,4,3,1,1,32,2,5,0,0,11,1,8,1,12,2,2,20,1,1,5,2,0,5,12,2,0,5,0,3,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,16,12,4,1,1,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,5,2,1,4,3,2,1,6,3,6,3,0,0,11,7,4,1,1
22 - Λάρισας,295 E.T. Δήμου Λαρισαίων,569,388,4,2,6,382,113,0,11,26,32,13,21,31,10,14,8,7,172,30,6,12,24,24,31,64,31,23,50,76,3,3,0,2,1,1,0,0,23,2,6,2,2,7,1,10,0,4,3,3,12,1,0,2,0,1,1,6,0,0,2,0,10,5,1,1,0,2,1,1,0,2,2,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,17,0,8,1,2,0,1,2,0,1,3,1,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,12,2,3,1,2,2,2,1,0,4,3,4,3,0,0,8,3,4,0,0
22 - Λάρισας,296 E.T. Δήμου Λαρισαίων,569,351,8,1,9,342,108,0,10,33,26,9,23,29,17,12,11,15,136,23,6,5,16,26,17,53,21,17,32,50,8,1,0,1,3,0,2,1,26,2,8,1,4,6,2,8,1,11,1,1,16,1,0,9,3,2,4,11,3,0,8,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,3,2,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,1,2,1,2,4,0,0,1,2,1,1,0,0,0,8,4,2,2,0
22 - Λάρισας,297 E.T. Δήμου Λαρισαίων,565,383,4,4,8,375,114,57,6,27,20,11,16,32,10,7,5,5,180,40,7,7,23,36,79,80,40,20,102,104,6,4,2,1,3,1,1,2,28,4,3,1,3,10,1,8,4,7,2,0,12,1,0,6,0,0,3,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,15,11,0,0,0,1,4,1,1,1,3,2,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,7,2,2,1,1,1,0,0,1,2,1,2,1,0,0,4,1,3,0,0
22 - Λάρισας,298 E.T. Δήμου Λαρισαίων,552,355,4,4,8,347,116,53,8,22,20,14,13,20,11,13,9,5,145,14,7,3,22,21,15,63,27,22,45,64,7,0,3,0,0,0,0,0,30,3,10,4,1,10,2,5,1,11,2,0,14,1,0,2,1,0,3,7,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,2,0,0,0,0,15,10,3,2,0,1,4,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,1,0,0,1,0,0,0,4,1,1,0,0,0,5,4,5,0,0
22 - Λάρισας,299 E.T. Δήμου Λαρισαίων,560,365,3,4,7,358,118,118,7,43,18,17,18,33,10,12,4,6,147,24,13,7,25,19,15,55,39,16,35,44,5,3,1,0,3,0,0,0,24,0,5,2,3,21,1,8,3,9,4,1,14,1,1,0,1,2,6,5,2,0,5,2,2,2,0,0,0,0,0,0,0,1,0,0,0,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,3,2,2,0,2,0,1,1,2,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,16,5,3,3,2,3,2,2,6,8,3,4,3,0,0,2,2,1,0,0
22 - Λάρισας,300 E.T. Δήμου Λαρισαίων,570,385,7,5,12,373,122,0,6,30,20,17,10,36,4,13,9,6,163,18,9,7,31,29,15,73,23,27,40,60,8,0,1,0,4,1,1,1,23,1,6,0,1,11,0,6,1,13,2,3,15,1,0,1,1,3,4,9,1,1,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,2,1,2,2,0,2,0,0,1,0,0,0,1,0,1,0,0,13,13,3,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,16,2,4,3,5,3,1,0,1,2,0,0,0,0,0,2,1,1,2,2
22 - Λάρισας,301 E.T. Δήμου Λαρισαίων,566,388,6,2,8,380,86,0,3,26,18,8,15,14,12,11,5,6,198,34,6,12,47,38,31,76,30,21,41,81,6,1,3,1,1,2,0,0,25,3,3,3,2,9,2,8,3,14,2,1,18,0,0,3,1,0,3,12,1,1,9,0,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,13,0,3,1,0,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,1,1,3,0,1,1,8,4,4,3,0,0,3,3,2,0,0
