ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΚΑΪΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΛΕΣΗ ΕΛΙΣΑΒΕΤ (ΕΛΙΖΑ) του Δημητρίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΡΙΖΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,Νέα Δημοκρατία,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ του Σπύρου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΜΠΑΧΑΡΙΔΟΥ ΧΡΥΣΗ του Γεωργίου,ΣΩΚΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Παντελή,ΦΑΡΑΝΤΑΤΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΙΜΗΝΙΔΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ευαγγέλου,ΔΟΥΛΑΚΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΘΕΟΧΑΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΚΑΡΑΓΓΕΛΙΔΗΣ ΑΓΓΕΛΟΣ του Αθανασίου,ΤΣΙΓΓΕΡΛΙΩΤΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα Αλλαγής,ΒΑΣΙΛΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΖΑΠΑΡΤΑΣ ΠΑΝΑΓΙΩΤΗΣ του Εμμανουήλ,ΚΑΡΑΦΥΛΛΗΣ ΑΘΑΝΑΣΙΟΣ του Τραϊανού,ΜΑΛΚΟΠΟΥΛΟΥ ΜΟΡΦΩ του Θεοδώρου,ΟΥΣΤΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΓΚΑΤΖΙΔΗΣ ΣΤΑΜΑΤΙΟΣ του Χρήστου,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΜΙΧΑΗΛΙΔΗΣ ΣΙΔΕΡΗΣ του Γεωργίου,ΣΙΣΚΟΥ ΑΝΝΑ- ΜΑΡΙΑ του Ευαγγέλου,ΤΡΕΛΛΗ ΦΑΝΗ του Αποστόλου,ΧΙΩΝΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Ένωση Κεντρώων,ΛΥΣΙΜΑΧΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΜΠΑΔΑΝΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΣΑΓΚΟΥΡΗ ΒΑΣΙΛΙΚΗ του Νικολάου,ΧΑΡΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΣΙΝΟΒΑΛΗ ΑΙΚΑΤΕΡΙΝΑ του Δημητρίου,ΛΑΖΟΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΥΡΟΥ ΜΑΡΙΑ του Παναγιώτη,ΛΑΖΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΟΛΥΜΕΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΚΙΤΣΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Ευαγγέλου,ΠΑΠΟΥΛΙΔΟΥ ΕΛΠΙΔΑ του Γεωργίου,ΠΑΥΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,Μ-Λ Κ.Κ.Ε.,ΣΠΑΧΗ ΣΤΥΛΙΑΝΗ του Λέανδρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΓΑΖΗ ΕΛΕΝΗ του Χρήστου,ΖΕΛΙΑΣΚΟΣ ΙΩΑΝΝΗΣ του Σάββα,ΚΟΣΜΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΜέΡΑ25,ΒΑΪΔΟΥ ΑΝΝΑ του Ζήση,ΓΕΡΑΣΙΜΟΥ ΗΛΙΑΣ του Ιωάννη,ΛΟΥΪΖΟΥ ΜΑΡΙΑ ΙΩΑΝΝΑ του Βασιλείου,ΜΗΤΡΙΤΖΙΚΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΣΗΜΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΙΩΣΗΦΙΔΗΣ ΣΑΒΒΑΣ του Στεφάνου,ΚΑΡΑΜΑΝΙΔΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΟΜΠΑΡΗ ΕΥΑΝΘΙΑ του Ευστρατίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,342 E.T. Δήμου Σουφλίου,517,245,6,1,7,238,39,14,8,14,6,6,4,162,38,79,33,26,24,43,5,1,1,1,0,1,6,0,1,0,1,3,1,7,2,3,1,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,0,0,3,1
1 - Έβρου,343 E.T. Δήμου Σουφλίου,389,188,3,2,5,183,48,13,7,16,7,9,17,78,14,45,23,7,9,22,2,2,1,0,0,0,25,9,3,14,1,3,2,22,17,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0
1 - Έβρου,344 E.T. Δήμου Σουφλίου,385,181,0,0,0,181,60,21,13,27,15,9,11,68,16,47,20,6,10,6,1,1,0,1,0,0,10,0,2,3,0,3,5,22,20,8,1,1,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,7,2,0,0,0,0,0,1,0
1 - Έβρου,345 E.T. Δήμου Σουφλίου,418,155,1,2,3,152,33,11,11,6,7,3,12,61,14,29,26,11,10,9,5,1,3,2,0,1,37,3,10,18,1,8,8,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,2
1 - Έβρου,346 E.T. Δήμου Σουφλίου,425,163,0,1,1,162,26,9,7,7,6,1,6,112,31,52,44,15,15,18,1,1,1,0,0,0,3,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,9,8,0,1,0,0,1,0,0,0,1,0,3,0,0,1,0,0,0,0,3,0,2,1,0,0,0,0,0,0,1,1
1 - Έβρου,347 E.T. Δήμου Σουφλίου,548,294,5,2,7,287,53,15,5,16,11,14,9,157,34,78,52,10,24,34,9,4,2,0,2,2,31,6,10,2,2,16,4,11,2,9,0,2,1,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,2,2,1,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0
1 - Έβρου,348 E.T. Δήμου Σουφλίου,468,265,3,3,6,259,66,26,13,3,37,5,14,129,55,70,27,26,21,19,12,2,5,4,2,0,12,1,7,0,0,8,2,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,20,10,2,3,3,2,4,0,0,0,1,0,4,0,0,0,0,0,1,1,3,1,0,0,2,1,0,0,0,1,4,1
1 - Έβρου,349 E.T. Δήμου Σουφλίου,534,259,1,1,2,257,52,16,8,6,36,4,10,144,74,57,11,35,19,32,8,4,2,2,1,0,28,4,15,2,1,5,3,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,11,8,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,3,1,1,3,0,3,0
1 - Έβρου,350 E.T. Δήμου Σουφλίου,504,229,6,1,7,222,49,12,10,4,21,4,10,118,40,62,24,24,25,26,5,3,3,1,0,0,17,2,6,1,1,8,8,3,0,0,1,1,1,2,2,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,1,17,8,4,3,2,3,1,0,0,0,0,0,2,0,0,1,0,1,0,0,3,0,0,0,2,1,1,1,0,0,2,0
1 - Έβρου,351 E.T. Δήμου Σουφλίου,455,246,5,2,7,239,56,15,9,7,30,2,9,119,43,47,17,30,25,22,10,2,1,1,3,2,19,1,6,1,1,4,9,6,2,3,0,1,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,14,6,1,1,0,2,0,0,0,0,0,0,3,0,0,1,0,1,1,0,7,3,2,1,2,2,1,1,1,0,0,0
1 - Έβρου,352 E.T. Δήμου Σουφλίου,454,184,1,0,1,183,56,11,9,6,32,6,19,85,33,34,15,22,24,4,6,4,2,1,0,0,13,1,7,1,0,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,1,0,2,5,1,1,1,1,0,0,2,0,0,0,0,0,0,0,6,4,1,1,1,1,1,0,0,1,1,0
1 - Έβρου,353 E.T. Δήμου Σουφλίου,295,112,1,2,3,109,16,4,7,1,1,3,1,69,15,35,22,5,12,17,4,1,1,1,0,0,3,2,1,0,0,0,0,5,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,2,0,0,0,0,0,1,1
1 - Έβρου,354 E.T. Δήμου Σουφλίου,328,115,0,0,0,115,44,14,23,0,8,5,8,52,16,21,11,9,7,12,2,1,1,0,0,0,7,1,4,1,0,3,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,355 E.T. Δήμου Σουφλίου,425,181,6,0,6,175,39,9,13,4,11,5,2,105,27,49,42,20,22,11,2,1,0,0,2,0,8,0,4,1,0,5,0,4,2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,2,1,0,4,2,2,0,1,2,1
1 - Έβρου,356 E.T. Δήμου Σουφλίου,277,258,7,1,8,250,55,31,27,8,6,4,10,109,40,42,16,18,13,26,25,6,9,8,8,3,17,3,4,2,2,7,3,9,1,4,0,3,5,1,1,0,0,0,0,1,0,0,2,1,1,0,1,1,1,0,0,0,0,25,14,3,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,2,0,2,1,0,2,1
1 - Έβρου,357 E.T. Δήμου Σουφλίου,313,270,8,2,10,260,66,19,21,7,16,11,14,113,21,37,15,15,18,42,20,8,6,5,5,1,19,5,8,0,1,12,1,5,0,4,0,0,3,1,3,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18,11,1,0,2,5,2,0,0,0,1,0,1,0,0,0,0,0,0,0,7,1,2,2,2,3,1,0,0,1,3,2
1 - Έβρου,358 E.T. Δήμου Σουφλίου,381,180,3,1,4,176,42,23,5,4,11,3,3,83,23,51,19,5,18,18,7,1,1,2,1,0,27,2,16,0,2,15,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,1,1,0,1,1,0,0,1,1,1
1 - Έβρου,359 E.T. Δήμου Σουφλίου,188,43,0,0,0,43,8,2,1,1,1,0,2,30,7,13,6,1,8,5,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1 - Έβρου,360 E.T. Δήμου Σουφλίου,291,126,2,2,4,122,20,8,5,0,8,2,9,55,7,33,12,15,3,10,4,0,3,1,1,0,22,0,10,1,2,9,5,3,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8,0,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
1 - Έβρου,361 E.T. Δήμου Σουφλίου,311,140,4,0,4,136,27,6,4,8,14,1,7,70,14,44,23,9,16,3,5,1,3,1,0,0,12,2,8,0,0,9,1,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,4,0,0,1,2,1,1,0,0,0,0,2,1,0,1,0,0,1,0,1,1,1,0,0,2,1,0,2,0,2,2
1 - Έβρου,Ετερ. Εβρου (από Εφετείο Θράκης),67,44,1,0,1,43,9,2,0,1,1,1,4,23,9,12,4,2,3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1 - Έβρου,Ετερ. Εβρου (από 8ο Ε.Τ. Νομ. Θεσσαλονίκης),442,292,8,2,10,282,73,27,15,14,15,4,14,118,34,64,18,17,8,1,7,2,1,2,2,1,25,4,8,3,3,3,6,9,3,1,1,3,3,3,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,2,0,4,2,3,0,0,0,0,0,1,0,0,0,0,1,0,0,15,5,2,4,5,4,1,0,1,1,11,6
1 - Έβρου,Ετερ. Εβρου (από 9ο Ε.Τ. Νομ. Θεσσαλονίκης),422,280,2,5,7,273,57,14,5,11,11,4,16,128,43,60,16,14,17,12,13,4,5,2,1,0,19,6,8,2,1,4,5,20,7,6,3,2,1,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,6,0,3,4,1,1,0,0,0,0,0,4,0,1,1,1,0,1,0,8,4,2,4,1,6,0,2,1,0,4,4
1 - Έβρου,Ετερ. Εβρου (από Εφετείο Θεσσαλονίκης),83,46,7,0,7,39,18,5,3,0,2,0,5,17,6,11,1,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,Ετερ. Εβρου (από 36ο Ε.Τ. Νομ. Αττικής-Αθηνών),574,332,1,0,1,331,96,35,16,19,13,12,43,123,30,65,32,26,13,9,10,3,4,3,1,1,27,4,12,4,3,3,5,19,4,5,1,5,3,5,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,24,14,6,1,4,3,2,0,0,0,0,0,2,0,1,1,0,2,1,0,16,8,4,4,0,1,1,1,0,0,7,3
1 - Έβρου,Ετερ. Εβρου (από 37ο Ε.Τ. Νομ. Αττικής-Αθηνών),573,346,7,2,9,337,78,32,12,14,11,7,27,171,40,91,44,32,20,25,7,3,3,4,3,0,28,11,9,4,0,5,7,15,4,3,2,4,5,1,5,4,1,1,1,2,0,0,2,1,1,1,0,0,0,0,0,0,0,12,7,6,0,5,0,3,1,1,0,0,0,2,0,0,0,0,0,1,1,6,3,1,2,1,3,0,1,1,0,6,3
1 - Έβρου,Ετερ. Εβρου (από 38ο Ε.Τ. Νομ. Αττικής-Αθηνών),574,325,2,1,3,322,77,29,15,22,6,6,32,147,51,75,38,29,21,27,8,2,3,5,1,1,36,8,18,12,4,5,8,21,7,3,4,6,5,2,6,2,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,2,0,4,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,8,2,2,4,0,2,2,0,1,1,4,3
1 - Έβρου,Ετερ. Εβρου (από 7ο Ε.Τ. Νομ. Αττικής-Πειραιώς),180,113,2,0,2,111,32,13,2,8,6,3,20,34,15,18,6,13,3,4,6,3,4,1,2,0,7,1,7,0,0,1,5,16,6,3,1,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,5,3,0,5,1,0,0,0,6,1,1,3,1,0,0,0,0,0,2,2
Σύνολο,,164496,86084,1475,741,2216,83868,23106,7705,4682,2202,7362,2733,5120,37731,11149,16200,10103,6749,5156,7068,2956,857,954,821,374,229,6852,917,2580,741,381,1522,2587,2471,599,1095,408,335,571,346,1107,207,119,106,150,388,33,7,243,72,50,46,267,55,53,50,77,81,24,4916,2092,896,417,550,1183,489,84,37,23,40,12,636,139,85,207,102,107,126,51,2001,587,338,488,441,623,184,200,173,75,676,330
